ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-1.43946e-05,1.05396e-05,-1.18965e-05,-7.24869e-06,-4.14992e-05,-2.91595e-05,-1.64899e-06,4.94102e-06,1
-3.94793e-05,1.52067e-05,-1.5052e-05,-7.68413e-06,-4.14522e-05,-2.88477e-05,-9.88557e-06,5.33524e-06,1
-5.55773e-05,1.79285e-05,-1.54747e-05,-8.92549e-06,-3.65399e-05,-2.61682e-05,-1.26256e-05,4.54536e-06,1
-5.31488e-05,1.78474e-05,-1.24756e-05,-1.07691e-05,-2.63955e-05,-2.47925e-05,-9.21443e-06,5.51765e-06,1
-3.24037e-05,1.40326e-05,-9.98706e-06,-1.16256e-05,-1.66146e-05,-2.66638e-05,-1.19354e-06,6.60466e-06,1
-2.50759e-05,6.49272e-06,-9.83324e-06,-1.00392e-05,-5.95049e-06,-2.9772e-05,8.44063e-06,6.5234e-06,1
-4.95387e-05,2.30351e-06,-1.12766e-05,-6.86325e-06,8.98283e-06,-2.73725e-05,1.41306e-05,6.6634e-06,1
-7.78722e-05,6.00986e-06,-1.23962e-05,-4.08122e-06,2.66631e-05,-1.88381e-05,1.0443e-05,7.66224e-06,1
-9.61271e-05,1.21883e-05,-1.14117e-05,-2.72926e-06,4.43882e-05,-1.18393e-05,-1.26591e-05,7.96115e-06,1
-0.000108831,1.62624e-05,-9.78935e-06,-1.42542e-06,6.37318e-05,-9.13379e-06,-5.33945e-05,7.50318e-06,1
-0.000107802,1.98522e-05,-9.22359e-06,-1.22991e-06,7.88145e-05,-1.028e-05,-8.51647e-05,6.23256e-06,1
-8.73037e-05,2.15895e-05,-1.03278e-05,-3.01972e-06,7.23275e-05,-1.19039e-05,-8.99656e-05,4.86328e-06,1
-5.65534e-05,2.24848e-05,-1.22275e-05,-4.97542e-06,4.66318e-05,-1.17289e-05,-6.94665e-05,4.6111e-06,1
-3.22787e-05,2.31114e-05,-1.3062e-05,-6.92668e-06,2.2827e-05,-1.03218e-05,-3.52801e-05,4.73813e-06,1
-2.11778e-05,2.14402e-05,-1.18866e-05,-7.31969e-06,1.9312e-05,-7.12963e-06,4.01432e-06,4.47996e-06,1
-2.04885e-05,1.80534e-05,-9.46577e-06,-2.67327e-06,3.23303e-05,-2.86089e-06,3.98502e-05,4.90195e-06,1
-2.32923e-05,1.50378e-05,-6.59242e-06,8.43713e-06,5.31612e-05,8.93431e-07,6.44732e-05,5.0529e-06,1
-2.69281e-05,1.31079e-05,-3.61825e-06,2.36252e-05,9.05756e-05,3.23293e-06,7.7985e-05,3.7774e-06,1
-3.12542e-05,9.90887e-06,-2.70367e-06,3.67791e-05,0.000143601,2.15396e-06,8.4677e-05,9.92944e-07,1
-3.63173e-05,6.34925e-06,-5.36056e-06,4.22772e-05,0.000176892,-2.2894e-06,8.60202e-05,-4.46744e-07,1
-4.52056e-05,2.6643e-06,-1.05883e-05,4.01195e-05,0.000161015,-7.85765e-06,8.21612e-05,1.90494e-06,1
-6.04731e-05,-8.92118e-07,-1.5692e-05,3.42531e-05,0.000114661,-1.39416e-05,7.43655e-05,4.15025e-06,1
-7.46114e-05,-2.35539e-06,-1.8838e-05,2.64941e-05,7.16577e-05,-1.92207e-05,6.28163e-05,4.29319e-06,1
-7.54767e-05,1.71941e-06,-1.96115e-05,1.6547e-05,3.94708e-05,-2.16249e-05,4.77104e-05,3.82173e-06,1
-6.08218e-05,9.91831e-06,-1.95478e-05,5.06471e-06,8.60288e-06,-2.17152e-05,3.02761e-05,4.01564e-06,1
-3.72567e-05,1.63849e-05,-1.98163e-05,-6.8844e-06,-2.23987e-05,-2.17527e-05,1.4263e-05,4.1152e-06,1
-1.40674e-05,1.50599e-05,-1.96734e-05,-1.44338e-05,-4.51361e-05,-2.1209e-05,3.55904e-06,3.36189e-06,1
5.67615e-06,5.83852e-06,-1.78486e-05,-1.26912e-05,-5.08159e-05,-1.84228e-05,-3.62977e-07,1.89669e-06,1
2.14709e-05,-6.75569e-06,-1.36384e-05,-8.68291e-06,-4.62883e-05,-1.3095e-05,7.99538e-08,1.77579e-06,1
2.79605e-05,-1.86745e-05,-7.03737e-06,-1.10901e-05,-4.30457e-05,-5.58156e-06,2.901e-06,2.76324e-06,1
2.62701e-05,-2.43599e-05,1.45131e-06,-2.25107e-05,-3.84881e-05,3.23117e-06,6.76072e-06,3.19175e-06,1
1.85319e-05,-2.50705e-05,8.57204e-06,-3.84333e-05,-2.45587e-05,1.12137e-05,1.02586e-05,2.59703e-06,1
-3.55246e-06,-2.44161e-05,1.17874e-05,-4.86908e-05,-3.46705e-06,1.30312e-05,1.43826e-05,8.07686e-07,1
-2.98286e-05,-2.37465e-05,9.91555e-06,-4.87884e-05,-4.19903e-06,2.63366e-06,1.85435e-05,-5.23383e-07,1
-4.09708e-05,-1.47709e-05,4.22951e-06,-4.03779e-05,-3.06892e-05,-1.23281e-05,2.1949e-05,-8.41056e-07,1
-3.57164e-05,1.11319e-05,3.58468e-07,-2.48328e-05,-3.74106e-05,-1.81406e-05,2.5628e-05,-1.21321e-06,1
-2.26947e-05,4.46221e-05,2.45988e-07,-1.00935e-06,-7.26882e-06,-1.39935e-05,2.77005e-05,-1.37195e-06,1
-1.08308e-05,6.25241e-05,1.49867e-06,2.25361e-05,2.68806e-05,-9.09223e-06,2.75998e-05,-1.89288e-06,1
-9.14957e-07,5.80772e-05,2.20395e-06,3.48519e-05,3.17875e-05,-7.61928e-06,2.62326e-05,-2.5654e-06,1
4.7724e-06,4.87733e-05,3.26337e-06,3.75478e-05,1.8235e-05,-6.61776e-06,2.39802e-05,-2.07633e-06,1
2.73089e-06,4.50785e-05,4.24477e-06,3.41679e-05,1.0792e-05,-6.29542e-06,2.13599e-05,2.64625e-08,1
-6.62755e-06,4.87481e-05,2.39822e-06,2.65795e-05,1.22469e-05,-6.83833e-06,2.18856e-05,1.25539e-06,1
