ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-2.73453e-05,2.24333e-05,-8.5384e-06,-1.3195e-05,9.53904e-06,-1.0244e-05,2.07153e-05,1.47703e-06,5
-2.86379e-05,2.97892e-05,-8.00511e-06,-1.1437e-05,4.39539e-05,-7.05575e-06,2.09901e-05,8.82676e-07,5
-3.09034e-05,3.43505e-05,-6.92462e-06,-8.07081e-06,7.23497e-05,-3.13443e-06,1.73647e-05,-3.78522e-07,5
-3.27328e-05,3.05935e-05,-8.02261e-06,-6.40085e-06,9.04901e-05,-2.2129e-07,1.39504e-05,-1.35709e-06,5
-3.26452e-05,2.09411e-05,-8.33013e-06,-5.30421e-06,8.90196e-05,-5.08825e-07,1.31025e-05,-2.50148e-06,5
-3.19713e-05,1.38616e-05,-6.03516e-06,-3.37526e-06,7.42422e-05,-1.15562e-06,1.53589e-05,-4.07679e-06,5
-3.19125e-05,1.27886e-05,-2.70463e-06,-6.2416e-07,6.03561e-05,1.04047e-06,2.03885e-05,-4.60127e-06,5
-3.22292e-05,1.54951e-05,-1.52904e-07,1.14818e-06,5.6992e-05,2.81227e-06,2.17791e-05,-4.63197e-06,5
-3.2981e-05,1.75441e-05,7.33194e-07,5.23531e-07,6.3293e-05,-1.96573e-06,1.83026e-05,-4.03311e-06,5
-3.37887e-05,1.65881e-05,-3.52207e-07,-9.72023e-07,6.71125e-05,-1.23455e-05,1.35381e-05,-3.44068e-06,5
-3.35936e-05,1.28187e-05,-4.279e-06,5.6077e-08,5.78828e-05,-2.3325e-05,1.09189e-05,-3.50971e-06,5
-3.23661e-05,8.30984e-06,-9.8325e-06,3.71037e-06,3.80029e-05,-2.98294e-05,1.00217e-05,-3.87284e-06,5
-3.16596e-05,4.91814e-06,-1.40711e-05,6.45862e-06,2.02257e-05,-3.13832e-05,1.0356e-05,-4.86998e-06,5
-3.20106e-05,3.55714e-06,-1.45532e-05,7.06515e-06,1.03289e-05,-3.02871e-05,9.90448e-06,-6.24466e-06,5
-3.28245e-05,4.92383e-06,-1.29513e-05,7.08745e-06,4.73312e-06,-2.6525e-05,7.84492e-06,-6.09624e-06,5
-3.24109e-05,8.73016e-06,-1.14484e-05,7.39984e-06,-2.61543e-06,-1.83039e-05,5.97052e-06,-3.06523e-06,5
-3.00574e-05,1.33026e-05,-1.08378e-05,7.83901e-06,-1.16377e-05,-6.7184e-06,6.47751e-06,8.37376e-07,5
-2.70217e-05,1.64675e-05,-1.04915e-05,7.92931e-06,-2.00724e-05,4.82405e-06,9.47783e-06,2.91206e-06,5
-2.61344e-05,1.69112e-05,-1.02524e-05,8.06948e-06,-2.68136e-05,1.25252e-05,1.31574e-05,3.01427e-06,5
-2.81507e-05,1.47058e-05,-1.08955e-05,8.93227e-06,-3.19636e-05,1.28504e-05,1.50291e-05,2.13251e-06,5
-3.07137e-05,1.18896e-05,-1.14277e-05,8.88225e-06,-3.51578e-05,7.08818e-06,1.38884e-05,6.59169e-08,5
-3.16358e-05,1.00265e-05,-1.01759e-05,8.03078e-06,-3.42579e-05,1.42513e-06,9.59902e-06,-2.14698e-06,5
-3.26342e-05,8.6703e-06,-7.72314e-06,8.80533e-06,-2.51516e-05,2.01193e-06,4.63806e-06,-3.68648e-06,5
-3.37055e-05,7.87541e-06,-6.22701e-06,1.04588e-05,-6.12701e-06,1.00515e-05,2.95137e-06,-4.89204e-06,5
-3.32148e-05,7.21516e-06,-7.28556e-06,1.01223e-05,3.05195e-05,2.30064e-05,4.41857e-06,-4.05507e-06,5
-3.09762e-05,7.31383e-06,-8.8245e-06,8.80652e-06,7.6186e-05,3.26881e-05,7.85343e-06,-1.43305e-06,5
-2.81426e-05,8.98736e-06,-9.28342e-06,1.073e-05,9.96284e-05,3.55601e-05,9.9293e-06,2.1443e-07,5
-2.62092e-05,9.06907e-06,-8.60583e-06,1.31029e-05,9.36681e-05,3.03058e-05,1.04524e-05,3.62169e-07,5
-2.57594e-05,9.02174e-06,-7.11798e-06,1.07438e-05,7.08262e-05,1.47462e-05,1.04788e-05,5.24424e-07,5
-2.6812e-05,1.11356e-05,-6.2162e-06,6.20874e-06,4.48882e-05,-3.93834e-06,1.03922e-05,1.87208e-06,5
-2.79945e-05,1.32205e-05,-5.68343e-06,4.78824e-06,1.96197e-05,-1.74665e-05,1.08276e-05,2.62459e-06,5
-2.93193e-05,1.40011e-05,-5.65454e-06,7.31735e-06,-2.34144e-06,-1.73504e-05,1.21562e-05,3.88853e-06,5
-3.07068e-05,1.42816e-05,-4.72762e-06,1.0104e-05,-5.79852e-06,-7.7171e-06,1.20303e-05,5.20832e-06,5
-3.11493e-05,1.45536e-05,-3.79064e-06,1.15745e-05,2.56802e-05,-2.45728e-06,8.22288e-06,4.95269e-06,5
