ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-1.97941e-05,1.2136e-06,7.5876e-06,1.91423e-05,7.41693e-05,-8.59348e-06,5.99408e-06,-4.54806e-06,8
-1.58175e-05,5.56452e-06,-1.68962e-05,-1.27407e-05,0.000104611,-5.44319e-06,9.77378e-06,-2.41249e-06,8
-1.8287e-05,1.2559e-05,-3.92485e-05,-2.58691e-05,0.000110522,-3.91794e-06,1.28595e-05,-6.54574e-07,8
-2.2594e-05,1.39086e-05,-5.18406e-05,-2.3397e-05,7.50089e-05,-4.49722e-06,1.22275e-05,-3.32895e-07,8
-2.22698e-05,1.0229e-05,-5.07255e-05,-1.30072e-05,2.64089e-05,-5.45156e-06,6.02052e-06,2.56668e-07,8
-1.71194e-05,4.98344e-06,-4.1492e-05,-1.98037e-06,7.34925e-06,-6.15891e-06,-3.11174e-06,1.0839e-06,8
-6.12887e-06,1.20585e-06,-3.65878e-05,3.72065e-06,2.42407e-05,-8.88173e-06,-1.03308e-05,3.61617e-06,8
7.79509e-06,3.26599e-06,-3.73571e-05,2.71122e-06,6.47019e-05,-1.34122e-05,-1.13938e-05,7.08209e-06,8
1.38283e-05,5.37427e-06,-3.52533e-05,-6.13438e-06,9.99096e-05,-1.59029e-05,-6.96582e-06,8.17612e-06,8
1.73848e-06,8.73382e-06,-2.93965e-05,-2.38568e-05,0.00010829,-1.5646e-05,7.93421e-07,7.95507e-06,8
-2.39016e-05,1.17696e-05,-2.3867e-05,-3.82835e-05,9.06312e-05,-1.31223e-05,9.30419e-06,8.33202e-06,8
-5.5828e-05,9.01444e-06,-1.88198e-05,-3.33293e-05,6.7862e-05,-9.87132e-06,1.80893e-05,9.78779e-06,8
-9.79753e-05,3.87968e-06,-1.18215e-05,-1.39569e-05,5.38931e-05,-8.18234e-06,2.49693e-05,1.02978e-05,8
-0.000151607,-3.72229e-06,-4.36707e-06,2.47791e-06,4.60713e-05,-9.08302e-06,2.76006e-05,8.5329e-06,8
-0.000196355,-9.30047e-06,1.4377e-06,1.07015e-05,3.90159e-05,-1.08671e-05,2.73819e-05,6.50059e-06,8
-0.000205033,-7.15699e-06,4.57384e-06,1.00118e-05,2.55071e-05,-1.2477e-05,2.64879e-05,4.90309e-06,8
-0.000166619,1.54874e-06,4.34101e-06,-2.83204e-06,3.75977e-06,-1.37496e-05,2.47187e-05,3.29001e-06,8
-8.02479e-05,4.91445e-06,4.15844e-06,-2.01067e-05,-2.01621e-05,-1.40587e-05,2.20771e-05,2.18703e-06,8
2.28721e-05,7.60005e-08,6.89539e-06,-2.90501e-05,-4.22504e-05,-1.26085e-05,1.98295e-05,2.51678e-06,8
8.63781e-05,-2.85013e-06,1.18093e-05,-2.79528e-05,-6.18227e-05,-1.06049e-05,1.80967e-05,4.42147e-06,8
9.59793e-05,4.58941e-06,1.68821e-05,-2.65348e-05,-6.6074e-05,-8.74973e-06,1.72087e-05,7.16331e-06,8
8.50107e-05,2.28003e-05,2.07091e-05,-2.91235e-05,-4.45182e-05,-6.26996e-06,1.70404e-05,8.64213e-06,8
7.87926e-05,4.76117e-05,2.16775e-05,-3.08933e-05,-3.96716e-06,-4.00163e-06,1.72921e-05,8.49071e-06,8
7.13242e-05,7.03518e-05,2.12501e-05,-2.61998e-05,3.54768e-05,-3.47653e-06,1.58277e-05,8.0391e-06,8
5.03991e-05,7.55385e-05,2.04598e-05,-1.65146e-05,6.21595e-05,-4.50792e-06,1.00511e-05,7.11787e-06,8
1.97012e-05,6.00861e-05,1.81333e-05,-6.86227e-06,7.19551e-05,-5.38837e-06,1.87444e-06,5.46207e-06,8
