ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-3.14669e-05,1.65518e-05,-7.86402e-06,-5.34107e-06,1.20372e-05,-5.83147e-06,3.74593e-05,-7.00288e-06,0
-3.10486e-05,1.43221e-05,-9.44888e-06,-1.81148e-06,1.48832e-05,-6.63005e-06,3.26986e-05,-7.32467e-06,0
-3.11881e-05,1.17704e-05,-1.04467e-05,3.80853e-06,1.76977e-05,-5.947e-06,2.77311e-05,-7.08309e-06,0
-3.0605e-05,1.34153e-05,-1.25447e-05,5.79684e-06,1.88314e-05,-5.21314e-06,2.24999e-05,-4.29655e-06,0
-2.90501e-05,1.53101e-05,-1.51632e-05,2.6324e-06,1.8153e-05,-6.40751e-06,1.59444e-05,-3.96012e-06,0
-2.77884e-05,1.39631e-05,-1.68661e-05,-2.8355e-06,1.7166e-05,-1.0256e-05,1.01761e-05,-6.32688e-06,0
-2.91626e-05,1.26437e-05,-1.74849e-05,-5.48937e-06,1.86268e-05,-1.27642e-05,1.01044e-05,-8.43929e-06,0
-3.19881e-05,1.14522e-05,-1.6456e-05,-3.56123e-06,1.94487e-05,-1.22283e-05,1.75308e-05,-8.92531e-06,0
-3.33533e-05,1.01127e-05,-1.47447e-05,3.36909e-06,1.75664e-05,-1.1027e-05,2.68088e-05,-8.16465e-06,0
-3.39727e-05,8.56602e-06,-1.3966e-05,1.27619e-05,1.59648e-05,-1.0888e-05,3.30045e-05,-5.35729e-06,0
-3.37005e-05,7.36991e-06,-1.4126e-05,1.51453e-05,1.60743e-05,-1.07711e-05,3.28316e-05,-1.80608e-06,0
-3.2859e-05,6.82003e-06,-1.3332e-05,1.15106e-05,1.6474e-05,-1.05295e-05,2.77522e-05,-7.31881e-08,0
-3.30465e-05,6.74499e-06,-1.16297e-05,6.73121e-06,1.64301e-05,-8.96553e-06,1.76162e-05,-5.11642e-08,0
-3.40467e-05,8.08507e-06,-1.15525e-05,3.5966e-06,1.62357e-05,-8.34992e-06,4.75105e-06,-1.89107e-06,0
-3.39895e-05,1.28731e-05,-1.27873e-05,2.26477e-06,1.59357e-05,-9.60691e-06,-5.94744e-06,-4.36364e-06,0
-3.34018e-05,2.23013e-05,-1.28868e-05,1.554e-06,1.59514e-05,-1.01519e-05,-1.56451e-05,-5.3249e-06,0
-3.40158e-05,3.12347e-05,-1.05661e-05,1.46893e-06,1.63687e-05,-8.64995e-06,-2.46565e-05,-4.76143e-06,0
-3.50628e-05,3.49225e-05,-7.99046e-06,1.65839e-06,1.77444e-05,-6.48515e-06,-3.14052e-05,-3.69867e-06,0
-3.49008e-05,3.23596e-05,-7.17785e-06,9.91193e-07,1.8821e-05,-6.07611e-06,-3.43132e-05,-3.01307e-06,0
-3.38011e-05,2.64921e-05,-7.92341e-06,-1.45973e-06,1.77577e-05,-7.49356e-06,-3.30488e-05,-3.77398e-06,0
-3.3497e-05,2.02503e-05,-8.08481e-06,-4.64249e-06,1.59602e-05,-8.64793e-06,-2.66654e-05,-4.4582e-06,0
-3.34112e-05,1.50782e-05,-7.30921e-06,-7.39304e-06,1.59837e-05,-7.74555e-06,-1.82518e-05,-2.98403e-06,0
-3.24432e-05,1.07604e-05,-6.434e-06,-8.47588e-06,1.79538e-05,-4.98369e-06,-1.12656e-05,-1.89034e-06,0
-3.1762e-05,6.68067e-06,-6.92551e-06,-7.24298e-06,2.04136e-05,-2.19939e-06,-6.12197e-06,-3.34068e-06,0
-3.23604e-05,1.65187e-06,-8.14601e-06,-4.37185e-06,2.18682e-05,-1.06305e-06,-1.07739e-06,-4.63446e-06,0
-3.22435e-05,-4.71188e-06,-7.93627e-06,-2.15433e-06,2.04252e-05,-1.69518e-06,4.98352e-06,-2.97099e-06,0
-3.05107e-05,-1.056e-05,-7.55025e-06,2.82484e-07,1.69037e-05,-4.06864e-06,1.06168e-05,-1.19521e-06,0
-2.81944e-05,-1.31341e-05,-7.70391e-06,8.37525e-07,1.56374e-05,-5.49664e-06,1.08631e-05,-1.00915e-06,0
-2.87131e-05,-8.82158e-06,-6.64234e-06,-1.24315e-06,1.79406e-05,-3.65565e-06,6.89269e-06,-2.50892e-06,0
-2.98285e-05,-3.6949e-08,-4.71892e-06,-3.3008e-06,1.92388e-05,-2.55795e-06,6.66322e-06,-4.44462e-06,0
-2.90838e-05,7.6477e-06,-3.68737e-06,-4.77635e-06,1.70001e-05,-3.59595e-06,1.04991e-05,-3.53339e-06,0
-2.86833e-05,1.28527e-05,-4.19869e-06,-8.65053e-06,1.49847e-05,-4.16457e-06,1.59201e-05,-1.18509e-06,0
-2.83565e-05,1.53665e-05,-5.61669e-06,-1.79457e-05,1.50162e-05,-6.09407e-06,2.14425e-05,1.20905e-06,0
-2.90634e-05,1.63647e-05,-5.66818e-06,-2.65276e-05,1.47953e-05,-7.30326e-06,2.44215e-05,3.66282e-06,0
-3.00797e-05,1.68843e-05,-4.85443e-06,-2.99619e-05,1.42227e-05,-7.55056e-06,2.55751e-05,3.18956e-06,0
-3.08036e-05,1.61199e-05,-4.29584e-06,-3.01892e-05,1.3704e-05,-6.96685e-06,2.68042e-05,-6.09963e-07,0
-3.21404e-05,1.46837e-05,-4.38971e-06,-2.76713e-05,1.32844e-05,-5.87203e-06,2.70251e-05,-3.15596e-06,0
-3.28723e-05,1.40673e-05,-4.36994e-06,-2.48967e-05,1.31043e-05,-5.67255e-06,2.49842e-05,-2.67547e-06,0
-3.19892e-05,1.43865e-05,-4.76634e-06,-2.31333e-05,1.23779e-05,-6.26742e-06,2.11853e-05,-1.1918e-06,0
-3.0743e-05,1.45086e-05,-6.64317e-06,-2.09991e-05,1.20744e-05,-7.44284e-06,1.4865e-05,2.94945e-07,0
-2.92713e-05,1.39147e-05,-8.63375e-06,-1.52186e-05,1.30988e-05,-7.37681e-06,7.31216e-06,2.42927e-06,0
-2.78757e-05,1.21152e-05,-8.5894e-06,-5.73623e-06,1.48684e-05,-6.36857e-06,3.58276e-06,4.17843e-06,0
-2.69426e-05,9.36651e-06,-5.39344e-06,4.27662e-07,1.56721e-05,-4.71525e-06,5.18155e-06,4.59296e-06,0
-2.59734e-05,6.63794e-06,-1.58314e-06,-9.17124e-07,1.45692e-05,-2.75598e-06,9.28777e-06,3.8034e-06,0
-2.48471e-05,5.24886e-06,-5.2509e-07,-5.2825e-06,1.33164e-05,-1.0806e-06,1.28734e-05,2.75398e-06,0
-2.47734e-05,5.26707e-06,-3.85605e-06,-6.62908e-06,1.38196e-05,-1.14621e-06,1.50844e-05,2.11798e-06,0
-2.63671e-05,5.27494e-06,-9.15829e-06,-6.99791e-06,1.6374e-05,-2.46467e-06,1.46857e-05,1.74126e-06,0
-2.83718e-05,4.88398e-06,-1.25486e-05,-8.8003e-06,2.01925e-05,-4.63388e-06,1.24922e-05,1.79345e-06,0
-3.02298e-05,6.36275e-06,-1.25717e-05,-1.2256e-05,2.24164e-05,-6.00882e-06,9.88939e-06,2.39517e-06,0
-3.19919e-05,9.73941e-06,-1.05936e-05,-1.48503e-05,2.00971e-05,-5.79519e-06,3.92002e-06,2.31508e-06,0
-3.31758e-05,1.18349e-05,-8.66355e-06,-1.43079e-05,1.60225e-05,-4.58048e-06,-1.48493e-05,8.94259e-07,0
-3.30733e-05,1.16364e-05,-8.78045e-06,-1.09571e-05,1.46838e-05,-4.14414e-06,-4.83577e-05,3.371e-07,0
-3.26319e-05,1.03873e-05,-8.48931e-06,-5.67176e-06,1.56652e-05,-6.48734e-06,-7.65357e-05,-5.42344e-07,0
-3.15618e-05,1.03232e-05,-4.94819e-06,-6.35398e-07,1.57995e-05,-9.53531e-06,-7.84851e-05,-2.73478e-06,0
-2.91679e-05,1.31468e-05,1.007e-06,1.84164e-06,1.47172e-05,-1.18332e-05,-5.59768e-05,-4.29089e-06,0
-2.83561e-05,1.76498e-05,1.07166e-05,1.58145e-06,1.42375e-05,-1.29664e-05,-2.1782e-05,-3.3305e-06,0
-2.93327e-05,1.94323e-05,2.42079e-05,2.76595e-06,1.5211e-05,-1.27666e-05,9.07776e-06,-2.37914e-06,0
-3.03932e-05,1.6125e-05,4.17174e-05,3.08902e-06,1.73571e-05,-1.31263e-05,3.12634e-05,-2.38943e-06,0
-3.28155e-05,9.77794e-06,5.80837e-05,1.06699e-06,1.82122e-05,-1.4067e-05,4.65821e-05,-3.46584e-07,0
-3.40508e-05,4.72774e-06,6.46828e-05,-2.29329e-06,1.77934e-05,-1.52421e-05,5.21301e-05,2.42634e-06,0
-3.39896e-05,2.67934e-06,5.91622e-05,-6.36763e-06,1.89488e-05,-1.5047e-05,5.35612e-05,5.46879e-06,0
-3.41429e-05,1.03558e-06,4.40526e-05,-7.32159e-06,1.88424e-05,-1.42148e-05,5.58755e-05,6.85152e-06,0
-3.38143e-05,7.39261e-07,2.11037e-05,-7.00149e-06,1.72028e-05,-1.48887e-05,5.82643e-05,5.0708e-06,0
-3.35698e-05,1.67694e-06,-4.60075e-06,-6.07538e-06,1.7892e-05,-1.42989e-05,5.78773e-05,3.92653e-06,0
-3.37306e-05,2.8961e-06,-2.62871e-05,-6.06944e-06,2.00522e-05,-1.32698e-05,5.57651e-05,4.92295e-06,0
-3.39532e-05,4.55757e-06,-4.26091e-05,-5.11651e-06,2.2232e-05,-1.32687e-05,5.38758e-05,5.71544e-06,0
-3.33674e-05,6.13929e-06,-5.14827e-05,-2.23314e-06,2.2609e-05,-1.34485e-05,5.23106e-05,6.19769e-06,0
-3.2331e-05,7.956e-06,-5.45419e-05,-1.23487e-06,1.98371e-05,-1.29437e-05,5.19941e-05,7.16847e-06,0
-3.12316e-05,9.67865e-06,-5.78583e-05,-5.71244e-06,1.54651e-05,-1.28075e-05,5.14907e-05,7.51816e-06,0
-3.10604e-05,1.20676e-05,-6.61168e-05,-1.46812e-05,1.20369e-05,-1.40714e-05,4.90051e-05,6.68427e-06,0
-3.09311e-05,1.43873e-05,-7.41328e-05,-2.00709e-05,9.57214e-06,-1.67658e-05,4.34522e-05,6.40226e-06,0
-3.03874e-05,1.56798e-05,-7.64669e-05,-1.67428e-05,6.63141e-06,-1.97863e-05,3.64734e-05,6.51881e-06,0
-2.99641e-05,1.47413e-05,-7.41151e-05,-7.83082e-06,4.10349e-06,-2.1879e-05,2.8894e-05,5.12939e-06,0
-3.06543e-05,1.36376e-05,-6.69154e-05,1.03516e-07,3.5662e-06,-2.19808e-05,2.08993e-05,3.70572e-06,0
-3.17436e-05,1.53168e-05,-5.39439e-05,6.61096e-06,3.87655e-06,-1.93912e-05,1.33175e-05,3.21384e-06,0
-3.17474e-05,1.9254e-05,-3.83064e-05,1.21792e-05,3.52873e-06,-1.59763e-05,8.10436e-06,3.24216e-06,0
-3.12317e-05,2.27216e-05,-2.60777e-05,1.46391e-05,2.35791e-06,-1.3884e-05,5.98954e-06,3.32168e-06,0
-3.0809e-05,2.28992e-05,-2.07069e-05,1.18231e-05,1.55178e-06,-1.33785e-05,6.37812e-06,2.52228e-06,0
-3.0592e-05,1.97428e-05,-2.01842e-05,6.12633e-06,2.03795e-06,-1.40544e-05,8.07742e-06,1.53398e-06,0
-3.02445e-05,1.62825e-05,-2.05447e-05,-9.32732e-07,2.39075e-06,-1.56543e-05,1.05576e-05,6.34727e-07,0
-2.93846e-05,1.41575e-05,-1.86187e-05,-6.89454e-06,1.58535e-06,-1.62198e-05,1.32764e-05,1.60172e-07,0
-2.8765e-05,1.04792e-05,-1.26849e-05,-8.66715e-06,-3.55126e-08,-1.45466e-05,1.62247e-05,1.21292e-06,0
-2.96339e-05,6.57327e-06,-7.35513e-06,-6.29486e-06,6.77538e-07,-1.19899e-05,1.88479e-05,1.72492e-06,0
-2.99063e-05,7.26638e-06,-5.98265e-06,-6.61077e-07,2.45819e-06,-9.97758e-06,1.72216e-05,-7.30694e-07,0
-2.98436e-05,8.54704e-06,-6.27733e-06,5.07911e-06,2.00585e-06,-8.2201e-06,1.06517e-05,-3.11098e-06,0
-2.93003e-05,7.24921e-06,-3.0901e-06,7.57839e-06,1.03717e-06,-7.7593e-06,5.10539e-06,-1.66943e-06,0
-2.79856e-05,5.75201e-06,4.42806e-06,6.62766e-06,1.83934e-06,-9.73569e-06,5.57912e-06,-2.90703e-07,0
-2.74369e-05,5.59516e-06,1.61933e-05,4.74049e-06,5.09704e-06,-1.05802e-05,9.78907e-06,-1.55963e-06,0
-2.71441e-05,7.19517e-06,2.93529e-05,5.20569e-06,7.78382e-06,-8.461e-06,1.42578e-05,-3.15629e-06,0
-2.6193e-05,8.2304e-06,3.87767e-05,7.34471e-06,8.09766e-06,-6.23467e-06,1.63482e-05,-2.72517e-06,0
-2.52275e-05,9.87115e-06,3.91868e-05,8.66033e-06,7.85249e-06,-5.49632e-06,1.46516e-05,-1.02487e-06,0
-2.50312e-05,1.15243e-05,2.89353e-05,7.2605e-06,7.36834e-06,-5.8448e-06,6.38527e-06,-1.46331e-07,0
