ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-3.25147e-05,1.4598e-05,1.5078e-06,4.38737e-06,1.42463e-05,-1.48803e-05,-1.1615e-05,8.90438e-07,0
-3.22143e-05,1.3998e-05,7.49749e-06,1.32076e-05,1.51946e-05,-1.68624e-05,-8.59276e-06,5.34602e-07,0
-3.17979e-05,1.13364e-05,1.84499e-05,2.09295e-05,1.76864e-05,-1.72242e-05,-6.83219e-06,2.62628e-07,0
-3.15769e-05,1.1141e-05,3.5716e-05,2.46628e-05,2.0266e-05,-1.56869e-05,-4.05309e-06,-3.63487e-07,0
-3.19436e-05,1.49856e-05,5.65867e-05,2.21226e-05,2.07563e-05,-1.43319e-05,-1.86458e-07,-8.26983e-07,0
-3.21748e-05,1.91307e-05,7.27364e-05,1.5221e-05,1.90374e-05,-1.48817e-05,2.5501e-06,-7.5445e-08,0
-3.24727e-05,1.9097e-05,7.4157e-05,7.86534e-06,1.71573e-05,-1.63261e-05,3.78341e-06,9.90326e-07,0
-3.35525e-05,1.69055e-05,5.58497e-05,2.82951e-06,1.67805e-05,-1.61432e-05,4.17881e-06,1.37342e-06,0
-3.62513e-05,1.56827e-05,2.10377e-05,5.12543e-07,1.74172e-05,-1.42771e-05,5.66889e-06,1.41131e-06,0
-3.83107e-05,1.6604e-05,-2.16802e-05,1.02582e-06,1.75022e-05,-1.22387e-05,7.63537e-06,2.91924e-06,0
-3.66517e-05,1.77526e-05,-6.1525e-05,3.14664e-06,1.56873e-05,-1.16032e-05,9.28268e-06,5.37644e-06,0
-3.41987e-05,1.51908e-05,-8.95278e-05,4.77191e-06,1.33496e-05,-1.19633e-05,9.58436e-06,6.85046e-06,0
-3.39073e-05,8.76172e-06,-0.000100364,2.67543e-06,1.30796e-05,-1.20726e-05,7.92497e-06,7.24379e-06,0
-3.35891e-05,5.20463e-06,-9.5251e-05,-5.56144e-06,1.33129e-05,-1.1088e-05,6.33303e-06,7.25624e-06,0
-3.21474e-05,7.02427e-06,-8.01551e-05,-1.83788e-05,1.08599e-05,-9.19861e-06,8.51598e-06,7.81754e-06,0
-3.18385e-05,9.01351e-06,-6.46222e-05,-3.03155e-05,7.81351e-06,-8.8048e-06,1.2331e-05,8.09461e-06,0
-3.35734e-05,7.0558e-06,-5.47032e-05,-3.70138e-05,5.18097e-06,-1.01991e-05,1.44336e-05,8.84813e-06,0
-3.6409e-05,2.71602e-06,-4.87439e-05,-3.60518e-05,4.18862e-06,-1.11001e-05,1.57962e-05,8.83913e-06,0
