ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-3.38828e-05,1.70607e-05,-1.27623e-05,4.04355e-08,1.40983e-05,-5.14783e-06,1.80827e-05,3.98051e-07,0
-3.38807e-05,1.45049e-05,-1.42598e-05,1.60522e-05,9.63281e-06,-5.87118e-06,1.89476e-05,1.21508e-06,0
-3.22933e-05,1.24128e-05,-1.19084e-05,2.562e-05,6.50969e-06,-6.45372e-06,1.76855e-05,1.98066e-07,0
-3.1359e-05,1.29547e-05,-8.76583e-06,2.04398e-05,7.77454e-06,-6.62672e-06,1.42799e-05,-1.11503e-06,0
-3.13512e-05,1.50809e-05,-7.15179e-06,4.83469e-06,1.01985e-05,-6.2648e-06,1.10198e-05,-2.59738e-06,0
-3.00362e-05,1.79973e-05,-6.60807e-06,-9.94065e-06,9.57976e-06,-5.69586e-06,9.69182e-06,-4.61125e-06,0
-2.81261e-05,1.9739e-05,-6.23237e-06,-1.86826e-05,7.53529e-06,-5.69129e-06,9.91346e-06,-5.24624e-06,0
-2.74262e-05,2.02077e-05,-6.94865e-06,-2.44187e-05,7.37823e-06,-7.39673e-06,1.05249e-05,-1.98304e-06,0
-2.85681e-05,2.1211e-05,-8.84483e-06,-2.87111e-05,9.55845e-06,-8.44961e-06,1.02619e-05,1.39278e-06,0
-2.99986e-05,2.14703e-05,-1.11079e-05,-2.96803e-05,1.16867e-05,-7.92328e-06,9.94998e-06,1.915e-06,0
-3.14194e-05,2.20814e-05,-1.15094e-05,-2.83966e-05,1.12096e-05,-6.37751e-06,1.04614e-05,1.94275e-06,0
-3.12601e-05,2.41628e-05,-9.67317e-06,-3.30923e-05,9.16869e-06,-5.79566e-06,1.0938e-05,1.63576e-06,0
-3.04876e-05,2.36874e-05,-8.4216e-06,-4.65174e-05,7.78992e-06,-6.20671e-06,1.02321e-05,1.57646e-06,0
-3.04895e-05,2.11887e-05,-7.23715e-06,-5.60576e-05,7.42339e-06,-6.70275e-06,8.70463e-06,3.30431e-07,0
-2.89704e-05,1.89878e-05,-7.09825e-06,-5.43399e-05,8.62183e-06,-7.46636e-06,6.2011e-06,-2.71091e-06,0
-2.76875e-05,1.79576e-05,-7.30146e-06,-4.58097e-05,9.09341e-06,-6.96445e-06,4.38721e-06,-4.25253e-06,0
-2.85469e-05,1.86942e-05,-6.36573e-06,-4.14269e-05,7.56131e-06,-6.63912e-06,5.57431e-06,-3.28277e-06,0
-3.00065e-05,2.0074e-05,-7.27792e-06,-4.60939e-05,4.19146e-06,-8.36353e-06,8.47887e-06,-7.83192e-07,0
-2.99827e-05,2.09291e-05,-9.54923e-06,-5.25287e-05,1.64395e-06,-1.02912e-05,1.11222e-05,2.16723e-06,0
-3.02387e-05,1.94089e-05,-1.07234e-05,-5.21133e-05,2.96246e-06,-1.00431e-05,1.25324e-05,3.39648e-06,0
-3.11677e-05,1.61747e-05,-1.04712e-05,-4.51974e-05,5.39091e-06,-9.53173e-06,1.23972e-05,3.64808e-06,0
-3.05726e-05,1.38759e-05,-8.98315e-06,-3.75298e-05,5.86753e-06,-9.24832e-06,1.13495e-05,3.13558e-06,0
-2.96259e-05,1.28431e-05,-8.2198e-06,-3.15811e-05,5.27342e-06,-9.10611e-06,1.04371e-05,2.14235e-06,0
-2.892e-05,1.18959e-05,-8.46454e-06,-2.37734e-05,5.35455e-06,-9.80653e-06,1.00348e-05,9.82922e-08,0
-2.75834e-05,9.81568e-06,-8.21467e-06,-9.40345e-06,7.03741e-06,-1.0223e-05,9.9671e-06,-1.46804e-06,0
-2.68098e-05,7.22254e-06,-6.99728e-06,9.24462e-06,1.05837e-05,-1.01149e-05,9.43982e-06,-7.61104e-07,0
-2.7819e-05,6.58e-06,-5.9819e-06,2.51098e-05,1.42647e-05,-1.02746e-05,9.47377e-06,1.58092e-06,0
-2.84482e-05,8.40033e-06,-6.3316e-06,3.35452e-05,1.81932e-05,-1.04723e-05,1.00512e-05,3.42921e-06,0
-2.64564e-05,1.09986e-05,-7.23815e-06,3.7031e-05,2.49827e-05,-9.38229e-06,1.0595e-05,3.8012e-06,0
-2.37118e-05,1.34113e-05,-7.51125e-06,3.92302e-05,3.34326e-05,-7.77476e-06,1.14626e-05,3.73714e-06,0
-2.27885e-05,1.46438e-05,-7.11889e-06,3.84751e-05,3.76302e-05,-6.34481e-06,1.2655e-05,3.1828e-06,0
-2.41215e-05,1.49086e-05,-6.74954e-06,3.18101e-05,3.69388e-05,-5.5017e-06,1.28583e-05,3.20073e-06,0
-2.65712e-05,1.46907e-05,-6.24063e-06,2.05488e-05,3.44633e-05,-6.52275e-06,1.07861e-05,3.17458e-06,0
-2.85358e-05,1.42136e-05,-7.1556e-06,8.9868e-06,3.15861e-05,-7.15806e-06,7.54242e-06,3.10354e-06,0
-2.91023e-05,1.36809e-05,-9.92758e-06,1.5813e-06,2.74478e-05,-6.57707e-06,4.91343e-06,2.44393e-06,0
