ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-3.09197e-05,1.05346e-05,-9.03706e-06,2.76988e-06,1.67347e-05,1.19298e-05,1.54102e-05,-7.62545e-07,2
-3.41137e-05,1.23317e-05,-9.75086e-06,-4.87577e-06,8.64711e-08,1.48114e-05,1.33918e-05,-1.75587e-06,2
-3.75146e-05,1.03416e-05,-9.97319e-06,-7.50217e-06,-1.09013e-05,1.63421e-05,1.49719e-05,-5.90903e-07,2
-3.88641e-05,5.98524e-06,-9.10619e-06,-7.43752e-06,-1.36213e-05,1.74382e-05,1.68526e-05,7.51976e-07,2
-3.61052e-05,3.26457e-06,-9.16081e-06,-7.10133e-06,-9.33158e-06,1.5823e-05,1.81296e-05,2.28398e-06,2
-3.06903e-05,1.81021e-06,-8.24084e-06,-6.17901e-06,-2.25279e-06,1.22509e-05,2.119e-05,4.935e-06,2
-2.99368e-05,-2.96832e-06,-8.41176e-06,-8.02972e-06,-2.66698e-06,1.19754e-05,2.46041e-05,8.53623e-06,2
-3.66937e-05,-9.86869e-06,-1.2975e-05,-1.05159e-05,-9.78507e-06,1.69884e-05,2.29174e-05,9.86539e-06,2
-4.224e-05,-1.228e-05,-1.71125e-05,-9.57452e-06,-1.11525e-05,2.33514e-05,2.11102e-05,7.84062e-06,2
-4.42828e-05,-1.06396e-05,-1.78528e-05,-7.97806e-06,2.75627e-07,2.63694e-05,2.20167e-05,4.62396e-06,2
-4.60007e-05,-6.71368e-06,-1.58043e-05,-1.15051e-05,1.46523e-05,2.49814e-05,2.34509e-05,2.05332e-06,2
-4.76361e-05,2.34946e-06,-1.321e-05,-1.81104e-05,2.00598e-05,2.44026e-05,2.2859e-05,9.97077e-07,2
-4.86248e-05,1.54621e-05,-1.00589e-05,-2.29496e-05,1.90646e-05,2.49286e-05,1.58246e-05,-2.27693e-07,2
-4.72558e-05,2.67011e-05,-5.88478e-06,-2.6288e-05,1.83139e-05,2.27226e-05,1.12617e-05,-1.62928e-06,2
-4.10274e-05,3.24167e-05,-1.63297e-06,-2.94273e-05,2.1404e-05,1.3416e-05,1.20288e-05,-2.51714e-06,2
-2.70649e-05,3.55639e-05,1.76018e-06,-2.7391e-05,2.50014e-05,-5.79886e-06,1.27576e-05,-4.34581e-06,2
-6.37796e-06,3.87864e-05,3.33908e-06,-1.46408e-05,2.46841e-05,-3.12796e-05,1.23531e-05,-7.3182e-06,2
1.30139e-05,4.00556e-05,2.11183e-06,2.05928e-06,1.8127e-05,-5.20222e-05,1.26613e-05,-9.64193e-06,2
1.87773e-05,3.61321e-05,-1.7699e-06,7.13761e-06,7.36713e-06,-5.90946e-05,1.3272e-05,-9.51925e-06,2
9.20591e-06,2.92193e-05,-7.02182e-06,-2.16816e-06,-3.02584e-06,-4.99895e-05,1.57916e-05,-6.67157e-06,2
-5.8041e-06,2.43565e-05,-1.44336e-05,-1.50436e-05,-9.90131e-06,-3.08572e-05,2.31357e-05,-2.66965e-06,2
-1.6695e-05,2.22094e-05,-2.32791e-05,-2.40619e-05,-9.54362e-06,-1.4071e-05,3.04855e-05,-8.86333e-07,2
-2.17522e-05,2.08334e-05,-2.73669e-05,-2.7937e-05,2.59781e-06,-1.20896e-05,3.27326e-05,-2.12698e-06,2
-2.39573e-05,1.93857e-05,-2.34709e-05,-2.62587e-05,2.38774e-05,-2.66237e-05,2.9848e-05,-3.46334e-06,2
-2.51431e-05,1.83663e-05,-1.69853e-05,-2.03587e-05,4.27079e-05,-4.65396e-05,2.57806e-05,-3.16771e-06,2
-2.42214e-05,1.72146e-05,-1.4147e-05,-1.50682e-05,5.22325e-05,-6.17269e-05,2.15908e-05,-2.87317e-06,2
-2.15538e-05,1.52213e-05,-1.50461e-05,-1.14855e-05,5.0203e-05,-6.96562e-05,2.04943e-05,-2.22396e-06,2
-2.07305e-05,1.31854e-05,-1.52753e-05,-1.87306e-06,3.38544e-05,-6.85395e-05,2.79273e-05,-2.05396e-06,2
-2.42011e-05,1.24106e-05,-1.23284e-05,1.44503e-05,1.29008e-05,-5.60214e-05,3.95426e-05,-3.66173e-06,2
-2.96959e-05,1.30329e-05,-7.1582e-06,2.38103e-05,7.14908e-07,-4.19186e-05,4.24245e-05,-4.30134e-06,2
-3.1969e-05,1.70033e-05,-1.44649e-06,1.94074e-05,-2.21036e-06,-3.54131e-05,3.35672e-05,-1.73891e-06,2
-3.21252e-05,2.09979e-05,3.47458e-06,7.01368e-06,6.20034e-06,-3.0173e-05,1.66404e-05,1.85145e-06,2
-3.49096e-05,1.81128e-05,4.17606e-06,-1.17664e-06,1.87221e-05,-2.16186e-05,-2.57751e-06,2.97072e-06,2
-3.98245e-05,1.23e-05,2.72159e-06,-2.03909e-06,2.51065e-05,-1.49096e-05,-1.72163e-05,1.72992e-06,2
-3.95361e-05,1.06687e-05,3.22455e-06,-1.87161e-06,2.70271e-05,-1.20711e-05,-2.32425e-05,9.38307e-07,2
-3.29113e-05,1.28308e-05,4.44187e-06,-3.11023e-07,2.71554e-05,-6.34911e-06,-2.00808e-05,1.07361e-06,2
